Provience,hrefs_prov,cities,hrefs_city,address,hrefs_site,Has WiFi,Catering Available,Dine In,Take Out,Dine-In Sunday,Dine-In Monday,Dine-In Tuesday,Dine-In Wednesday,Dine-In Thursday,Dine-In Friday,Dine-In Saturday,Drive-Thru Sunday,Drive-Thru Monday,Drive-Thru Tuesday,Drive-Thru Wednesday,Drive-Thru Thursday,Drive-Thru Friday,Drive-Thru Saturday,lat,lng
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Salaberry-de-valleyfield ,https://locations.timhortons.ca/en/locations-list/qc/salaberry-de-valleyfield,"  805 Boul Mgr Langlois, Salaberry-de-valleyfield QC J6S 4V3 ",https://locations.timhortons.ca/en/qc/salaberry-de-valleyfield/805-boul-mgr-langlois,Yes,No,Yes,Yes,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,45.2681039112006,-74.14297396044385
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sept-iles ,https://locations.timhortons.ca/en/locations-list/qc/sept-iles,"  399 Av Gamache, Sept-iles QC G4R 2H6 ",https://locations.timhortons.ca/en/qc/sept-iles/399-av-gamache,Yes,No,Yes,Yes,Closed,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,Closed,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,50.207944014206504,-66.37886097020417
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sept-iles ,https://locations.timhortons.ca/en/locations-list/qc/sept-iles,"  598 Boul Laure, Sept-iles QC G4R 1X7 ",https://locations.timhortons.ca/en/qc/sept-iles/598-boul-laure,Yes,No,Yes,Yes,8:00 AM - 5:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,8:00 AM - 5:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,50.21540889526503,-66.37730939610736
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sept-iles ,https://locations.timhortons.ca/en/locations-list/qc/sept-iles,"  810 Boul Laure, Sept-iles QC G4R 0E8 ",https://locations.timhortons.ca/en/qc/sept-iles/810-boul-laure,Yes,No,Yes,Yes,6:00 AM - 2:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,50.22256528037721,-66.38642278797292
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Shannon ,https://locations.timhortons.ca/en/locations-list/qc/shannon,"  601 Boul Jacques-cartier, Shannon QC G0A 4N0 ",https://locations.timhortons.ca/en/qc/shannon/601-boul-jacques-cartier,Yes,No,No,No,6:00 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,6:00 AM - 9:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,46.88736799493776,-71.5101506148978
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Shawinigan ,https://locations.timhortons.ca/en/locations-list/qc/shawinigan,"  1600 Rue Trudel, Shawinigan QC G9N 0A2 ",https://locations.timhortons.ca/en/qc/shawinigan/1600-rue-trudel,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,46.557236805817695,-72.74991372262589
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Shawinigan ,https://locations.timhortons.ca/en/locations-list/qc/shawinigan,"  4180 Blvd De Shawinigan-sud, Shawinigan QC G9P 4G2 ",https://locations.timhortons.ca/en/qc/shawinigan/4180-blvd-de-shawinigan-sud,Yes,No,Yes,Yes,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,46.503392717104134,-72.72936883975257
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Shawinigan ,https://locations.timhortons.ca/en/locations-list/qc/shawinigan,"  555 17e Rue, Shawinigan QC G9T 6V5 ",https://locations.timhortons.ca/en/qc/shawinigan/555-17e-rue,Yes,No,Yes,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,46.60494500613069,-72.70580328661288
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sherbrooke ,https://locations.timhortons.ca/en/locations-list/qc/sherbrooke,"  1680 Rue King Est, Sherbrooke QC J1G 5G6 ",https://locations.timhortons.ca/en/qc/sherbrooke/1680-rue-king-est,Yes,No,Yes,Yes,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,7:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,7:00 AM - 2:00 PM,45.408877011113276,-71.84970100962077
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sherbrooke ,https://locations.timhortons.ca/en/locations-list/qc/sherbrooke,"  1785 Rue King Ouest, Sherbrooke QC J1J 2E1 ",https://locations.timhortons.ca/en/qc/sherbrooke/1785-rue-king-ouest,No,No,Yes,Yes,6:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,5:00 AM - 7:00 PM,5:00 AM - 11:00 AM,5:00 AM - 11:00 AM,5:00 AM - 11:00 AM,5:00 AM - 11:00 AM,5:00 AM - 11:00 AM,5:00 AM - 7:00 PM,45.398954011219985,-71.9182610381014
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sherbrooke ,https://locations.timhortons.ca/en/locations-list/qc/sherbrooke,"  2015 12e Ave Nord, Sherbrooke QC J1E 4J5 ",https://locations.timhortons.ca/en/qc/sherbrooke/2015-12e-ave-nord,Yes,No,Yes,Yes,6:00 AM - 8:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 8:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,45.43426298789413,-71.86913101555274
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sherbrooke ,https://locations.timhortons.ca/en/locations-list/qc/sherbrooke,"  260 Rue Queen, Sherbrooke QC J1M 1K6 ",https://locations.timhortons.ca/en/qc/sherbrooke/260-rue-queen,Yes,No,Yes,Yes,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,45.37434780289155,-71.86078808822705
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sherbrooke ,https://locations.timhortons.ca/en/locations-list/qc/sherbrooke,"  2600 College, Bishop's University, Sherbrooke QC J1M 1Z7 ",https://locations.timhortons.ca/en/qc/sherbrooke/2600-college,No,No,Yes,Yes,9:00 AM - 5:00 PM,8:00 AM - 7:30 PM,8:00 AM - 7:30 PM,8:00 AM - 7:30 PM,8:00 AM - 7:30 PM,8:00 AM - 7:30 PM,9:00 AM - 5:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,45.3619062,-71.8426128
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sherbrooke ,https://locations.timhortons.ca/en/locations-list/qc/sherbrooke,"  3050 Blvd De Portland, Sherbrooke QC J1L 1K1 ",https://locations.timhortons.ca/en/qc/sherbrooke/3050-blvd-de-portland,No,No,Yes,Yes,8:00 AM - 5:30 PM,8:00 AM - 5:30 PM,8:00 AM - 5:30 PM,8:00 AM - 5:30 PM,8:00 AM - 5:30 PM,8:00 AM - 5:30 PM,8:00 AM - 5:30 PM,5:00 AM - 10:00 PM,3:00 AM - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,5:00 AM - 12:00 AM,45.40166400624517,-71.95197498051076
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sherbrooke ,https://locations.timhortons.ca/en/locations-list/qc/sherbrooke,"  3260 Rue King Ouest, Sherbrooke QC J1L 1C9 ",https://locations.timhortons.ca/en/qc/sherbrooke/3260-rue-king-ouest,Yes,No,Yes,Yes,Closed,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,Closed,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,45.39428600361305,-71.94992300679438
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sherbrooke ,https://locations.timhortons.ca/en/locations-list/qc/sherbrooke,"  339 Rue King Est, Sherbrooke QC J1G 1B3 ",https://locations.timhortons.ca/en/qc/sherbrooke/339-rue-king-est,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,45.40758598847668,-71.88218096824464
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sherbrooke ,https://locations.timhortons.ca/en/locations-list/qc/sherbrooke,"  3550 Galt Ouest, Sherbrooke QC J1H 0A5 ",https://locations.timhortons.ca/en/qc/sherbrooke/3550-galt-ouest,Yes,No,Yes,Yes,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,45.37570231844472,-71.95305976641973
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sherbrooke ,https://locations.timhortons.ca/en/locations-list/qc/sherbrooke,"  3825 Rue College, Sherbrooke QC J1M 0B8 ",https://locations.timhortons.ca/en/qc/sherbrooke/3825-rue-college,No,No,Yes,Yes,6:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,7:00 AM - 5:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,7:00 AM - 5:00 PM,45.36272348620125,-71.89415569039721
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sherbrooke ,https://locations.timhortons.ca/en/locations-list/qc/sherbrooke,"  413 Rue Belvedere S, Sherbrooke QC J1H 4B7 ",https://locations.timhortons.ca/en/qc/sherbrooke/413-rue-belvedere-s,Yes,No,Yes,Yes,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,5:00 AM - 12:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,45.39579198015659,-71.89689196268883
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sherbrooke ,https://locations.timhortons.ca/en/locations-list/qc/sherbrooke,"  435 Rue Laval, Sherbrooke QC J1C 0R1 ",https://locations.timhortons.ca/en/qc/sherbrooke/435-rue-laval,No,No,Yes,Yes,6:00 AM - 6:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 7:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,45.46902429101476,-71.95223909427982
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sherbrooke ,https://locations.timhortons.ca/en/locations-list/qc/sherbrooke,"  4470 Boul Bourque, Sherbrooke QC J1N 1S3 ",https://locations.timhortons.ca/en/qc/sherbrooke/4470-boul-bourque,No,No,Yes,Yes,6:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,45.37670299195531,-71.9770930297566
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sherbrooke ,https://locations.timhortons.ca/en/locations-list/qc/sherbrooke,"  4857 Boul Bourque, Sherbrooke QC J1N 1E8 ",https://locations.timhortons.ca/en/qc/sherbrooke/4857-boul-bourque,Yes,No,Yes,Yes,6:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,45.37286001507792,-71.99049301072512
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sherbrooke ,https://locations.timhortons.ca/en/locations-list/qc/sherbrooke,"  5035 Boul Industriel, Sherbrooke QC J1R 0P4 ",https://locations.timhortons.ca/en/qc/sherbrooke/5035-boul-industriel,Yes,No,Yes,Yes,5:00 AM - 7:00 PM,5:00 AM - 11:00 AM,5:00 AM - 11:00 AM,5:00 AM - 11:00 AM,5:00 AM - 11:00 AM,5:00 AM - 11:00 AM,5:00 AM - 7:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,45.395736785324175,-71.99317999742608
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sherbrooke ,https://locations.timhortons.ca/en/locations-list/qc/sherbrooke,"  5983, Ch. De St-elie, Sherbrooke QC J1R 0L1 ",https://locations.timhortons.ca/en/qc/sherbrooke/5983-ch-de-st-elie,Yes,No,Yes,Yes,Closed,6:00 AM - 1:00 PM,6:00 AM - 1:00 PM,6:00 AM - 1:00 PM,6:00 AM - 1:00 PM,6:00 AM - 1:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,Closed,45.394672618897005,-72.00528782420106
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sorel ,https://locations.timhortons.ca/en/locations-list/qc/sorel,"  6500 Av De La Plaza, Sorel QC L3R 4L7 ",https://locations.timhortons.ca/en/qc/sorel/6500-av-de-la-plaza,Yes,No,No,Yes,5:00 AM - 9:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,5:00 AM - 9:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,46.019653010191234,-73.15330421233237
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sorel-tracy ,https://locations.timhortons.ca/en/locations-list/qc/sorel-tracy,"  1025 Route Marie-victorin, Sorel-tracy QC J3R 1L5 ",https://locations.timhortons.ca/en/qc/sorel-tracy/1025-route-marie-victorin,Yes,No,Yes,Yes,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,Midnight - 11:30 PM,Midnight - 11:00 PM,Midnight - 11:00 PM,Midnight - 11:00 PM,Midnight - 11:00 PM,Midnight - 11:00 PM,Midnight - 11:00 PM,46.04034319335611,-73.12900138698937
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sorel-tracy ,https://locations.timhortons.ca/en/locations-list/qc/sorel-tracy,"  240 Rue Victoria, Sorel-tracy QC J3P 1Z5 ",https://locations.timhortons.ca/en/qc/sorel-tracy/240-rue-victoria,Yes,No,Yes,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,46.04021499214704,-73.09680197066479
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, Sorel-tracy ,https://locations.timhortons.ca/en/locations-list/qc/sorel-tracy,"  356, Boulevar Poliquin, Sorel-tracy QC J3P 0G4 ",https://locations.timhortons.ca/en/qc/sorel-tracy/356-boulevar-poliquin,Yes,No,Yes,Yes,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,46.03153217864761,-73.0965868910293
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, St-bernard-de-lacolle ,https://locations.timhortons.ca/en/locations-list/qc/st-bernard-de-lacolle,"  103 Pleasant Valley, St-bernard-de-lacolle QC J0J 1V0 ",https://locations.timhortons.ca/en/qc/st-bernard-de-lacolle/103-pleasant-valley,Yes,No,Yes,Yes,Closed,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 3:00 PM,Closed,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,Closed,45.06121280838792,-73.46021505699503
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, St-bruno ,https://locations.timhortons.ca/en/locations-list/qc/st-bruno,"  109, Montee Montarville, St-bruno QC J3V 6C5 ",https://locations.timhortons.ca/en/qc/st-bruno/109-montee-montarville,Yes,No,Yes,Yes,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,45.5401394169499,-73.3677914148978
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, St-bruno ,https://locations.timhortons.ca/en/locations-list/qc/st-bruno,"  1220 Boul Des Promenades, St-bruno QC J3Y 5K2 ",https://locations.timhortons.ca/en/qc/st-bruno/1220-boul-des-promenades,Yes,No,Yes,Yes,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,45.500343104591764,-73.37471486692071
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, St-bruno ,https://locations.timhortons.ca/en/locations-list/qc/st-bruno,"  1275 Rue Roberval, St-bruno QC J3V 5J1 ",https://locations.timhortons.ca/en/qc/st-bruno/1275-rue-roberval,Yes,No,Yes,Yes,5:00 AM - 11:00 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,4:00 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,45.52778700624023,-73.34710403967048
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, St-eustache ,https://locations.timhortons.ca/en/locations-list/qc/st-eustache,"  255 25e Ave, St-eustache QC J7P 4Y1 ",https://locations.timhortons.ca/en/qc/st-eustache/255-25e-ave,Yes,No,Yes,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,45.57655731941412,-73.87512052146491
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, St-eustache ,https://locations.timhortons.ca/en/locations-list/qc/st-eustache,"  400 Rue Dubois Local 103, Local 103, St-eustache QC J7P 4W9 ",https://locations.timhortons.ca/en/qc/st-eustache/400-rue-dubois-local-103,Yes,No,No,Yes,6:00 AM - 5:00 PM,5:00 AM - 4:00 PM,5:00 AM - 4:00 PM,5:00 AM - 4:00 PM,5:00 AM - 4:00 PM,5:00 AM - 4:00 PM,6:00 AM - 5:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,45.5761937962734,-73.89223636774916
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, St-eustache ,https://locations.timhortons.ca/en/locations-list/qc/st-eustache,"  490, Boul. Arthur-sauve, St-eustache QC J7R 7K8 ",https://locations.timhortons.ca/en/qc/st-eustache/490-boul-arthur-sauve,No,No,No,Yes,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,45.56669081354826,-73.90787657997937
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, St-georges ,https://locations.timhortons.ca/en/locations-list/qc/st-georges,"  1990 6e Ave, St-georges QC G5Y 3W8 ",https://locations.timhortons.ca/en/qc/st-georges/1990-6e-ave,Yes,No,Yes,Yes,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,46.11409786442019,-70.67663924334414
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, St-georges ,https://locations.timhortons.ca/en/locations-list/qc/st-georges,"  410 150e Rue, St-georges QC G5Y 0E5 ",https://locations.timhortons.ca/en/qc/st-georges/410-150e-rue,Yes,Yes,Yes,Yes,5:00 AM - 10:00 PM,3:00 AM - 11:30 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,5:00 AM - 11:30 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,46.108249307660515,-70.65526941356029
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, St-georges ,https://locations.timhortons.ca/en/locations-list/qc/st-georges,"  9024 Boul Lacroix, St-georges QC G5Y 5P4 ",https://locations.timhortons.ca/en/qc/st-georges/9024-boul-lacroix,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,46.130081902318665,-70.69349357424932
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, St-hubert ,https://locations.timhortons.ca/en/locations-list/qc/st-hubert,"  1350 Boul Edouard, St-hubert QC J4T 3T2 ",https://locations.timhortons.ca/en/qc/st-hubert/1350-boul-edouard,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,45.503135200358514,-73.46768827804722
 Quebec ,https://locations.timhortons.ca/en/locations-list/qc, St-hubert ,https://locations.timhortons.ca/en/locations-list/qc/st-hubert,"  6250 Boul Cousineau, Unit 300, St-hubert QC J3Y 8X9 ",https://locations.timhortons.ca/en/qc/st-hubert/6250-boul-cousineau,Yes,No,Yes,Yes,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,45.49470199993564,-73.40768600507066
